date,close_SP500,close_AAPL,close_MSFT,SP500_Lag1,AAPL_Lag1,MSFT_Lag1,SP500_Lag7,AAPL_Lag7,MSFT_Lag7,SP500_MA7,SP500_MA30
2017-05-15 04:00:00,2402.320068359375,36.3546142578125,62.39228439331055,2390.89990234375,36.448020935058594,62.34669876098633,2389.52001953125,34.0728645324707,62.73877334594727,2397.5542340959823,2372.2303059895835
2017-05-16 04:00:00,2400.669921875,36.30091857910156,63.64859008789063,2402.320068359375,36.3546142578125,62.39228439331055,2399.2900390625,34.63792419433594,62.91200637817383,2397.7513602120534,2373.6246337890625
2017-05-17 04:00:00,2357.030029296875,35.08209228515625,61.87876510620117,2400.669921875,36.30091857910156,63.64859008789063,2399.3798828125,35.57966613769531,62.8572998046875,2391.7013811383927,2373.520304361979
2017-05-18 04:00:00,2365.719970703125,35.616798400878906,62.08966827392578,2357.030029296875,35.08209228515625,61.87876510620117,2396.919921875,35.807552337646484,62.94847869873047,2387.2442452566966,2373.9459716796873
2017-05-19 04:00:00,2381.72998046875,35.73821258544922,62.07135391235352,2365.719970703125,35.616798400878906,62.08966827392578,2399.6298828125,35.6378059387207,63.19466018676758,2384.6871163504466,2374.753971354167
2017-05-22 04:00:00,2394.02001953125,35.955352783203125,62.76825714111328,2381.72998046875,35.73821258544922,62.07135391235352,2394.43994140625,35.94601058959961,62.41964340209961,2384.627127511161,2376.0366373697916
2017-05-23 04:00:00,2398.419921875,35.91099548339844,62.97918701171875,2394.02001953125,35.955352783203125,62.76825714111328,2390.89990234375,36.448020935058594,62.34669876098633,2385.701416015625,2377.411971028646
2017-05-24 04:00:00,2404.389892578125,35.8035774230957,63.06169128417969,2398.419921875,35.91099548339844,62.97918701171875,2402.320068359375,36.3546142578125,62.39228439331055,2385.9971051897323,2379.0989664713543
2017-05-25 04:00:00,2415.070068359375,35.927330017089844,63.84117126464844,2404.389892578125,35.8035774230957,63.06169128417969,2400.669921875,36.30091857910156,63.64859008789063,2388.054268973214,2381.436971028646
2017-05-26 04:00:00,2415.820068359375,35.86661911010742,64.15292358398438,2415.070068359375,35.927330017089844,63.84117126464844,2357.030029296875,35.08209228515625,61.87876510620117,2396.4528459821427,2384.3326416015625
2017-05-30 04:00:00,2412.909912109375,35.88063049316406,64.56556701660156,2415.820068359375,35.86661911010742,64.15292358398438,2365.719970703125,35.616798400878906,62.08966827392578,2403.194266183036,2386.462638346354
2017-05-31 04:00:00,2411.800048828125,35.66815185546875,64.04289245605469,2412.909912109375,35.88063049316406,64.56556701660156,2381.72998046875,35.73821258544922,62.07135391235352,2407.489990234375,2388.7829752604166
2017-06-01 04:00:00,2430.06005859375,35.76622009277344,64.28131866455078,2411.800048828125,35.66815185546875,64.04289245605469,2394.02001953125,35.955352783203125,62.76825714111328,2412.6385672433034,2391.845979817708
2017-06-02 04:00:00,2439.070068359375,36.29624557495117,65.80352783203125,2430.06005859375,35.76622009277344,64.28131866455078,2398.419921875,35.91099548339844,62.97918701171875,2418.445731026786,2394.6203125
2017-06-05 04:00:00,2436.10009765625,35.94133758544922,66.2803726196289,2439.070068359375,36.29624557495117,65.80352783203125,2404.389892578125,35.8035774230957,63.06169128417969,2422.975760323661,2397.533984375
2017-06-06 04:00:00,2429.330078125,36.06275939941406,66.50041198730469,2436.10009765625,35.94133758544922,66.2803726196289,2415.070068359375,35.927330017089844,63.84117126464844,2425.0129045758927,2399.373323567708
2017-06-07 04:00:00,2433.139892578125,36.27756118774414,66.38121032714844,2429.330078125,36.06275939941406,66.50041198730469,2415.820068359375,35.86661911010742,64.15292358398438,2427.4871651785716,2400.8576497395834
2017-06-08 04:00:00,2433.7900390625,36.1888427734375,65.97772979736328,2433.139892578125,36.27756118774414,66.38121032714844,2412.909912109375,35.88063049316406,64.56556701660156,2430.470040457589,2402.4023193359376
2017-06-09 04:00:00,2431.77001953125,34.78555679321289,64.4830551147461,2433.7900390625,36.1888427734375,65.97772979736328,2411.800048828125,35.66815185546875,64.04289245605469,2433.3228934151784,2403.835652669271
2017-06-12 04:00:00,2429.389892578125,33.9543342590332,63.98784255981445,2431.77001953125,34.78555679321289,64.4830551147461,2430.06005859375,35.76622009277344,64.28131866455078,2433.2271554129466,2405.3419840494794
2017-06-13 04:00:00,2440.35009765625,34.227516174316406,64.78563690185547,2429.389892578125,33.9543342590332,63.98784255981445,2439.070068359375,36.29624557495117,65.80352783203125,2433.4100167410716,2407.0759847005206
2017-06-14 04:00:00,2437.919921875,33.89362335205078,64.43719482421875,2440.35009765625,34.227516174316406,64.78563690185547,2436.10009765625,35.94133758544922,66.2803726196289,2433.669991629464,2408.634318033854
2017-06-15 04:00:00,2432.4599609375,33.69048309326172,64.0979232788086,2437.919921875,33.89362335205078,64.43719482421875,2429.330078125,36.06275939941406,66.50041198730469,2434.117117745536,2410.1119873046873
2017-06-16 04:00:00,2433.14990234375,33.21882629394531,64.1895980834961,2432.4599609375,33.69048309326172,64.0979232788086,2433.139892578125,36.27756118774414,66.38121032714844,2434.1185477120534,2411.5663167317707
2017-06-19 04:00:00,2453.4599609375,34.16913604736328,64.98739624023438,2433.14990234375,33.21882629394531,64.1895980834961,2433.7900390625,36.1888427734375,65.97772979736328,2436.928536551339,2413.3719807942707
2017-06-20 04:00:00,2437.030029296875,33.85858917236328,64.1070785522461,2453.4599609375,34.16913604736328,64.98739624023438,2431.77001953125,34.78555679321289,64.4830551147461,2437.6799665178573,2414.626985677083
2017-06-21 04:00:00,2435.610107421875,34.05940246582031,64.43719482421875,2437.030029296875,33.85858917236328,64.1070785522461,2429.389892578125,33.9543342590332,63.98784255981445,2438.5685686383927,2415.9166585286457
2017-06-22 04:00:00,2434.5,34.00336456298828,64.42803955078125,2435.610107421875,34.05940246582031,64.43719482421875,2440.35009765625,34.227516174316406,64.78563690185547,2437.732840401786,2417.078995768229
2017-06-23 04:00:00,2438.300048828125,34.155128479003906,65.29917907714844,2434.5,34.00336456298828,64.42803955078125,2437.919921875,33.89362335205078,64.43719482421875,2437.7871442522323,2418.5409993489584
2017-06-26 04:00:00,2439.070068359375,34.04772186279297,64.67559814453125,2438.300048828125,34.155128479003906,65.29917907714844,2432.4599609375,33.69048309326172,64.0979232788086,2438.7314453125,2420.1466715494794
2017-06-27 04:00:00,2419.3798828125,33.55971908569336,63.46516799926758,2439.070068359375,34.04772186279297,64.67559814453125,2433.14990234375,33.21882629394531,64.1895980834961,2436.7642996651784,2420.71533203125
2017-06-28 04:00:00,2440.68994140625,34.05006790161133,64.0062026977539,2419.3798828125,33.55971908569336,63.46516799926758,2453.4599609375,34.16913604736328,64.98739624023438,2434.940011160714,2422.0493326822916
2017-06-29 04:00:00,2419.699951171875,33.548038482666016,62.80493927001953,2440.68994140625,34.05006790161133,64.0062026977539,2437.030029296875,33.85858917236328,64.1070785522461,2432.464285714286,2424.138330078125
2017-06-30 04:00:00,2423.409912109375,33.627437591552734,63.20841979980469,2419.699951171875,33.548038482666016,62.80493927001953,2435.610107421875,34.05940246582031,64.43719482421875,2430.7214006696427,2426.061328125
2017-07-03 04:00:00,2429.010009765625,33.50602340698242,62.51150894165039,2423.409912109375,33.627437591552734,63.20841979980469,2434.5,34.00336456298828,64.42803955078125,2429.9371163504466,2427.6373291015625
2017-07-05 04:00:00,2432.5400390625,33.64378356933594,63.345970153808594,2429.010009765625,33.50602340698242,62.51150894165039,2438.300048828125,34.155128479003906,65.29917907714844,2429.1142578125,2428.9213297526044
2017-07-06 04:00:00,2409.75,33.326229095458984,62.878299713134766,2432.5400390625,33.64378356933594,63.345970153808594,2439.070068359375,34.04772186279297,64.67559814453125,2424.9256766183034,2429.2989990234373
2017-07-07 04:00:00,2425.179931640625,33.664794921875,63.694427490234375,2409.75,33.326229095458984,62.878299713134766,2419.3798828125,33.55971908569336,63.46516799926758,2425.7542550223216,2429.9920003255206
2017-07-10 04:00:00,2427.429931640625,33.87027740478516,64.1712875366211,2425.179931640625,33.664794921875,63.694427490234375,2440.68994140625,34.05006790161133,64.0062026977539,2423.8599679129466,2430.4039957682294
2017-07-11 04:00:00,2425.530029296875,33.980018615722656,64.1804428100586,2427.429931640625,33.87027740478516,64.1712875366211,2419.699951171875,33.548038482666016,62.80493927001953,2424.6928362165177,2430.7276611328125
2017-07-12 04:00:00,2443.25,34.02903366088867,65.2441635131836,2425.530029296875,33.980018615722656,64.1804428100586,2423.409912109375,33.627437591552734,63.20841979980469,2427.5271344866073,2431.7389973958334
2017-07-13 04:00:00,2447.830078125,34.503028869628906,65.81269836425781,2443.25,34.02903366088867,65.2441635131836,2429.010009765625,33.50602340698242,62.51150894165039,2430.2157156808034,2432.9399983723956
2017-07-14 04:00:00,2459.27001953125,34.79957962036133,66.73883056640625,2447.830078125,34.503028869628906,65.81269836425781,2432.5400390625,33.64378356933594,63.345970153808594,2434.0342843191966,2433.9136637369793
2017-07-17 04:00:00,2459.139892578125,34.92097854614258,67.26155090332031,2459.27001953125,34.79957962036133,66.73883056640625,2409.75,33.326229095458984,62.878299713134766,2441.0899832589284,2434.582657877604
2017-07-18 04:00:00,2460.610107421875,35.04239273071289,67.21570587158203,2459.139892578125,34.92097854614258,67.26155090332031,2425.179931640625,33.664794921875,63.694427490234375,2446.151436941964,2435.399658203125
2017-07-19 04:00:00,2473.830078125,35.26187896728516,67.72920989990234,2460.610107421875,35.04239273071289,67.21570587158203,2427.429931640625,33.87027740478516,64.1712875366211,2452.780029296875,2436.882991536458
2017-07-20 04:00:00,2473.449951171875,35.10309600830078,68.05935668945312,2473.830078125,35.26187896728516,67.72920989990234,2425.530029296875,33.980018615722656,64.1804428100586,2459.625732421875,2438.22666015625
2017-07-21 04:00:00,2472.5400390625,35.08676528930664,67.6650161743164,2473.449951171875,35.10309600830078,68.05935668945312,2443.25,34.02903366088867,65.2441635131836,2463.8100237165177,2439.5183268229166
2017-07-24 04:00:00,2469.909912109375,35.51171112060547,67.49079132080078,2472.5400390625,35.08676528930664,67.6650161743164,2447.830078125,34.503028869628906,65.81269836425781,2466.964285714286,2440.789656575521
2017-07-25 04:00:00,2477.1298828125,35.66349029541016,68.03179931640625,2469.909912109375,35.51171112060547,67.49079132080078,2459.27001953125,34.79957962036133,66.73883056640625,2469.515694754464,2442.3809895833333
2017-07-26 04:00:00,2477.830078125,35.83161163330078,67.9034423828125,2477.1298828125,35.66349029541016,68.03179931640625,2459.139892578125,34.92097854614258,67.26155090332031,2472.185721261161,2443.630322265625
2017-07-27 04:00:00,2475.419921875,35.154483795166016,67.08733367919922,2477.830078125,35.83161163330078,67.9034423828125,2460.610107421875,35.04239273071289,67.21570587158203,2474.3014090401784,2444.880322265625
2017-07-28 04:00:00,2472.10009765625,34.9069709777832,66.97725677490234,2475.419921875,35.154483795166016,67.08733367919922,2473.830078125,35.26187896728516,67.72920989990234,2474.054268973214,2446.20166015625
2017-07-31 04:00:00,2470.300048828125,34.72719192504883,66.6655044555664,2472.10009765625,34.9069709777832,66.97725677490234,2473.449951171875,35.10309600830078,68.05935668945312,2473.6042829241073,2447.4399983723956
2017-08-01 04:00:00,2476.35009765625,35.03539276123047,66.55545043945312,2470.300048828125,34.72719192504883,66.6655044555664,2472.5400390625,35.08676528930664,67.6650161743164,2474.1485770089284,2448.2030029296875
2017-08-02 04:00:00,2477.570068359375,36.69085693359375,66.26200103759766,2476.35009765625,35.03539276123047,66.55545043945312,2469.909912109375,35.51171112060547,67.49079132080078,2475.2428850446427,2449.554337565104
2017-08-03 04:00:00,2472.159912109375,36.32426452636719,66.16114807128906,2477.570068359375,36.69085693359375,66.26200103759766,2477.1298828125,35.66349029541016,68.03179931640625,2474.532889229911,2450.772664388021
2017-08-04 04:00:00,2476.830078125,36.51572799682617,66.64716339111328,2472.159912109375,36.32426452636719,66.16114807128906,2477.830078125,35.83161163330078,67.9034423828125,2474.3900320870534,2452.1836669921877
2017-08-07 04:00:00,2480.909912109375,37.08077621459961,66.39039611816406,2476.830078125,36.51572799682617,66.64716339111328,2475.419921875,35.154483795166016,67.08733367919922,2475.17431640625,2453.603995768229
2017-08-08 04:00:00,2474.919921875,37.37731170654297,66.74801635742188,2480.909912109375,37.08077621459961,66.39039611816406,2472.10009765625,34.9069709777832,66.97725677490234,2475.5771484375,2454.7989908854165
2017-08-09 04:00:00,2474.02001953125,37.60614013671875,66.45460510253906,2474.919921875,37.37731170654297,66.74801635742188,2470.300048828125,34.72719192504883,66.6655044555664,2476.108572823661,2456.620328776042
2017-08-10 04:00:00,2438.2099609375,36.4083137512207,65.4825668334961,2474.02001953125,37.60614013671875,66.45460510253906,2476.35009765625,35.03539276123047,66.55545043945312,2470.659981863839,2456.537662760417
2017-08-11 04:00:00,2441.320068359375,36.91462326049805,66.48210144042969,2438.2099609375,36.4083137512207,65.4825668334961,2477.570068359375,36.69085693359375,66.26200103759766,2465.4814104352677,2457.258333333333
