Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-04-03 00:00:00-04:00,33.4171225090196,33.51245778186744,33.26365077982384,33.414794921875,79942800,0.0,0.0
2017-04-04 00:00:00-04:00,33.310170767314595,33.69152266768096,33.29156780288786,33.66361999511719,79565600,0.0,0.0
2017-04-05 00:00:00-04:00,33.5357253003935,33.8240659136077,33.44038644261875,33.489219665527344,110871600,0.0,0.0
2017-04-06 00:00:00-04:00,33.55199486639149,33.60547970797154,33.356669104882826,33.40550231933594,84596000,0.0,0.0
2017-04-07 00:00:00-04:00,33.42177240487167,33.526410935687096,33.314809834936376,33.331085205078125,66688800,0.0,0.0
2017-04-10 00:00:00-04:00,33.391559249241084,33.45666785252253,33.22878419288471,33.291568756103516,75733600,0.0,0.0
2017-04-11 00:00:00-04:00,33.23807614336448,33.3334149757941,32.56838382523665,32.9334602355957,121517600,0.0,0.0
2017-04-12 00:00:00-04:00,32.92649774633731,33.054387372362186,32.789301315044895,32.97300338745117,81400000,0.0,0.0
2017-04-13 00:00:00-04:00,32.998580498755736,33.10787070181157,32.79860305786133,32.79860305786133,71291600,0.0,0.0
2017-04-17 00:00:00-04:00,32.89857390578312,32.99158868635391,32.75672947004486,32.97996139526367,66328400,0.0,0.0
2017-04-18 00:00:00-04:00,32.88230642059314,33.02879896936947,32.812546205477204,32.833473205566406,58790000,0.0,0.0
2017-04-19 00:00:00-04:00,32.991588090769966,33.019490750361946,32.65906602197779,32.712547302246094,69313600,0.0,0.0
2017-04-20 00:00:00-04:00,32.838114434032654,33.233417463641324,32.82416310505777,33.121803283691406,93278400,0.0,0.0
2017-04-21 00:00:00-04:00,33.12181679899272,33.17762213766355,32.9846239438906,33.0822868347168,69283600,0.0,0.0
2017-04-24 00:00:00-04:00,33.36829409733225,33.4729326374845,33.29388226104074,33.400848388671875,68537200,0.0,0.0
2017-04-25 00:00:00-04:00,33.46362344388645,33.69382745731997,33.45432019291199,33.607791900634766,75486000,0.0,0.0
2017-04-26 00:00:00-04:00,33.593850626750104,33.62408087923885,33.34039195817252,33.41014862060547,80164800,0.0,0.0
2017-04-27 00:00:00-04:00,33.46595641728337,33.52176529357802,33.32411196133377,33.435726165771484,56985200,0.0,0.0
2017-04-28 00:00:00-04:00,33.50548603740956,33.554319247195615,33.31481192125084,33.40317153930664,83441600,0.0,0.0
2017-05-01 00:00:00-04:00,33.740353412912604,34.22866788765086,33.707799114596725,34.08449935913086,134411600,0.0,0.0
2017-05-02 00:00:00-04:00,34.30772258428838,34.43561571821054,34.14495111754737,34.30074691772461,181408800,0.0,0.0
2017-05-03 00:00:00-04:00,33.854276573798586,34.296088765936375,33.54733669068626,34.19609832763672,182788000,0.0,0.0
2017-05-04 00:00:00-04:00,34.070540493159115,34.21470898981311,33.905441450094365,34.0728645324707,93487600,0.0,0.0
2017-05-05 00:00:00-04:00,34.12635160693575,34.64257227374705,34.12635160693575,34.63792419433594,109310800,0.0,0.0
2017-05-08 00:00:00-04:00,34.654191173319916,35.740113542314575,34.654191173319916,35.57966613769531,195009600,0.0,0.0
2017-05-09 00:00:00-04:00,35.779646125129126,36.01450537737947,35.68198325169743,35.807552337646484,156521600,0.0,0.0
2017-05-10 00:00:00-04:00,35.72384507774584,35.79592933476406,35.370395911430144,35.6378059387207,103222800,0.0,0.0
2017-05-11 00:00:00-04:00,35.59577338951362,35.974031988308475,35.56308472668414,35.94601058959961,109020400,0.1575,0.0
2017-05-12 00:00:00-04:00,36.12113073002656,36.52273635494205,36.1141262707499,36.448020935058594,130108000,0.0,0.0
2017-05-15 00:00:00-04:00,36.42699602970993,36.576430399600376,36.20284625627248,36.3546142578125,104038800,0.0,0.0
2017-05-16 00:00:00-04:00,36.41065985337223,36.438677689255115,36.12579997923948,36.30091857910156,80194000,0.0,0.0
2017-05-17 00:00:00-04:00,35.86429011064292,36.09077711457917,34.95600846287687,35.08209228515625,203070800,0.0,0.0
2017-05-18 00:00:00-04:00,35.32026670648953,35.80359234783482,35.287578032982104,35.616798400878906,134272800,0.0,0.0
2017-05-19 00:00:00-04:00,35.812931584300976,35.953024362951076,35.63781293888987,35.73821258544922,107843200,0.0,0.0
2017-05-22 00:00:00-04:00,35.95768641529846,36.093111895567056,35.703181567819925,35.955352783203125,91865600,0.0,0.0
2017-05-23 00:00:00-04:00,36.167834010530726,36.167834010530726,35.79658335919365,35.91099548339844,79675600,0.0,0.0
2017-05-24 00:00:00-04:00,35.92032314592786,35.9973757505327,35.64713858203621,35.8035774230957,76712000,0.0,0.0
2017-05-25 00:00:00-04:00,35.89464135501339,36.03940848374934,35.73119804463115,35.927330017089844,76942400,0.0,0.0
2017-05-26 00:00:00-04:00,35.95768062632456,36.013719852764545,35.79657096775657,35.86661911010742,87710400,0.0,0.0
2017-05-30 00:00:00-04:00,35.822257630990734,36.05808271156414,35.80124425567956,35.88063049316406,80507600,0.0,0.0
2017-05-31 00:00:00-04:00,35.95067807154832,35.99737564798881,35.57942752907082,35.66815185546875,97804800,0.0,0.0
2017-06-01 00:00:00-04:00,35.763886460782935,35.80124594941254,35.54207028658968,35.76622009277344,65616400,0.0,0.0
2017-06-02 00:00:00-04:00,35.85961769891463,36.29624557495117,35.69850802665819,36.29624557495117,111082800,0.0,0.0
2017-06-05 00:00:00-04:00,36.03706993607813,36.06275413837377,35.83159988050984,35.94133758544922,101326800,0.0,0.0
2017-06-06 00:00:00-04:00,35.93433836920108,36.3803079637601,35.906320530899094,36.06275939941406,106499600,0.0,0.0
2017-06-07 00:00:00-04:00,36.19584132751539,36.419991098036014,36.06975396415072,36.27756118774414,84278400,0.0,0.0
2017-06-08 00:00:00-04:00,36.24954927060746,36.31726022657407,36.05108010391048,36.1888427734375,85003200,0.0,0.0
2017-06-09 00:00:00-04:00,36.23554033077806,36.23554033077806,34.094424065189784,34.78555679321289,259530800,0.0,0.0
2017-06-12 00:00:00-04:00,34.02905325084091,34.11077313998326,33.27487312382207,33.9543342590332,289229200,0.0,0.0
